,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name
2022-09-10 17:30:00+09:00,1170,2610,2022-09-10 17:30:00,32689,0,,38.0,756.64,22.0,くもり
2022-09-10 18:00:00+09:00,10,0,2022-09-10 18:00:00,33754,0,,40.0,80.81,22.0,くもり
2022-09-10 18:30:00+09:00,0,0,2022-09-10 18:30:00,38617,0,,39.0,0.0,22.0,くもり
2022-09-10 19:00:00+09:00,0,0,2022-09-10 19:00:00,12844,0,,39.0,0.0,22.0,くもり
2022-09-10 19:30:00+09:00,0,0,2022-09-10 19:30:00,2754,0,,39.0,0.0,22.0,くもり
2022-09-10 20:00:00+09:00,0,0,2022-09-10 20:00:00,2626,0,,39.0,0.0,22.0,くもり
2022-09-10 20:30:00+09:00,0,0,2022-09-10 20:30:00,2654,0,,37.0,0.0,22.0,くもり
2022-09-10 21:00:00+09:00,0,0,2022-09-10 21:00:00,2628,0,,36.0,0.0,22.0,くもり
2022-09-10 21:30:00+09:00,0,0,2022-09-10 21:30:00,2566,0,,35.0,0.0,22.0,くもり
2022-09-10 22:00:00+09:00,0,0,2022-09-10 22:00:00,2617,0,,34.0,0.0,22.0,くもり
2022-09-10 22:30:00+09:00,0,0,2022-09-10 22:30:00,2693,0,,35.0,0.0,22.0,くもり
2022-09-10 23:00:00+09:00,0,0,2022-09-10 23:00:00,2697,0,,37.0,0.0,22.0,くもり
2022-09-10 23:30:00+09:00,0,0,2022-09-10 23:30:00,2710,0,,43.0,0.0,22.0,くもり
2022-09-11 00:00:00+09:00,0,0,2022-09-11 00:00:00,2656,0,,20.0,0.0,10.0,晴れ
2022-09-11 00:30:00+09:00,0,0,2022-09-11 00:30:00,2710,0,,23.0,0.0,21.0,薄曇
2022-09-11 01:00:00+09:00,0,0,2022-09-11 01:00:00,2821,0,,31.0,0.0,22.0,くもり
2022-09-11 01:30:00+09:00,0,0,2022-09-11 01:30:00,2646,0,,17.0,0.0,21.0,薄曇
2022-09-11 02:00:00+09:00,0,0,2022-09-11 02:00:00,2731,0,,21.0,0.0,22.0,くもり
2022-09-11 02:30:00+09:00,0,0,2022-09-11 02:30:00,2641,0,,19.0,0.0,22.0,くもり
2022-09-11 03:00:00+09:00,0,0,2022-09-11 03:00:00,2546,0,,23.0,0.0,22.0,くもり
2022-09-11 03:30:00+09:00,0,0,2022-09-11 03:30:00,2605,0,,11.0,0.0,22.0,くもり
2022-09-11 04:00:00+09:00,0,0,2022-09-11 04:00:00,2578,0,,10.0,0.0,21.0,薄曇
2022-09-11 04:30:00+09:00,0,0,2022-09-11 04:30:00,2479,0,,9.0,0.0,21.0,薄曇
2022-09-11 05:00:00+09:00,0,0,2022-09-11 05:00:00,2585,0,,8.0,0.0,10.0,晴れ
2022-09-11 05:30:00+09:00,200,280,2022-09-11 05:30:00,2050,12,,6.0,0.0,10.0,晴れ
2022-09-11 06:00:00+09:00,1300,5770,2022-09-11 06:00:00,0,4450,,4.0,869.24,10.0,晴れ
2022-09-11 06:30:00+09:00,4170,17020,2022-09-11 06:30:00,0,18249,,6.0,2105.85,10.0,晴れ
2022-09-11 07:00:00+09:00,7560,29700,2022-09-11 07:00:00,0,32076,,5.0,3323.93,10.0,晴れ
2022-09-11 07:30:00+09:00,11080,43170,2022-09-11 07:30:00,0,47659,,4.0,3859.25,10.0,晴れ
2022-09-11 08:00:00+09:00,14040,54030,2022-09-11 08:00:00,0,60126,,2.0,4904.59,10.0,晴れ
2022-09-11 08:30:00+09:00,17610,67440,2022-09-11 08:30:00,0,70762,,2.0,5814.62,10.0,晴れ
2022-09-11 09:00:00+09:00,19120,73950,2022-09-11 09:00:00,143,50970,,3.0,6644.81,10.0,晴れ
2022-09-11 09:30:00+09:00,22130,83240,2022-09-11 09:30:00,0,69041,,2.0,7386.88,10.0,晴れ
2022-09-11 10:00:00+09:00,23150,86730,2022-09-11 10:00:00,0,72523,,1.0,8020.83,10.0,晴れ
2022-09-11 10:30:00+09:00,23710,88700,2022-09-11 10:30:00,0,73193,,0.0,8363.63,10.0,晴れ
2022-09-11 11:00:00+09:00,24200,90270,2022-09-11 11:00:00,0,71466,,0.0,8561.43,10.0,晴れ
2022-09-11 11:30:00+09:00,24360,90720,2022-09-11 11:30:00,0,69730,,0.0,8581.41,10.0,晴れ
2022-09-11 12:00:00+09:00,21040,78450,2022-09-11 12:00:00,948,56701,,0.0,8458.34,10.0,晴れ
2022-09-11 12:30:00+09:00,23380,88560,2022-09-11 12:30:00,0,68357,,0.0,8467.87,10.0,晴れ
2022-09-11 13:00:00+09:00,23630,86500,2022-09-11 13:00:00,0,65855,,0.0,8335.93,10.0,晴れ
2022-09-11 13:30:00+09:00,22450,81190,2022-09-11 13:30:00,0,58290,,10.0,8009.99,10.0,晴れ
2022-09-11 14:00:00+09:00,20760,74200,2022-09-11 14:00:00,0,45388,,10.0,7547.02,10.0,晴れ
2022-09-11 14:30:00+09:00,18640,66300,2022-09-11 14:30:00,0,40103,,9.0,6830.12,10.0,晴れ
2022-09-11 15:00:00+09:00,16160,56800,2022-09-11 15:00:00,0,28872,,8.0,6018.04,10.0,晴れ
2022-09-11 15:30:00+09:00,13090,45210,2022-09-11 15:30:00,0,14116,,7.0,5183.06,10.0,晴れ
2022-09-11 16:00:00+09:00,9760,32650,2022-09-11 16:00:00,2657,1382,,7.0,4262.46,10.0,晴れ
2022-09-11 16:30:00+09:00,6170,19250,2022-09-11 16:30:00,20434,0,,8.0,3044.19,10.0,晴れ
2022-09-11 17:00:00+09:00,2880,7560,2022-09-11 17:00:00,28069,0,,10.0,1930.44,21.0,薄曇
2022-09-11 17:30:00+09:00,680,990,2022-09-11 17:30:00,39411,0,,11.0,982.67,21.0,薄曇
2022-09-11 18:00:00+09:00,0,0,2022-09-11 18:00:00,40156,0,,13.0,69.99,21.0,薄曇
2022-09-11 18:30:00+09:00,0,0,2022-09-11 18:30:00,38344,0,,13.0,0.0,21.0,薄曇
2022-09-11 19:00:00+09:00,0,0,2022-09-11 19:00:00,12583,0,,13.0,0.0,21.0,薄曇
2022-09-11 19:30:00+09:00,0,0,2022-09-11 19:30:00,2887,0,,18.0,0.0,22.0,くもり
2022-09-11 20:00:00+09:00,0,0,2022-09-11 20:00:00,2636,0,,24.0,0.0,22.0,くもり
2022-09-11 20:30:00+09:00,0,0,2022-09-11 20:30:00,2795,0,,30.0,0.0,22.0,くもり
2022-09-11 21:00:00+09:00,0,0,2022-09-11 21:00:00,2887,0,,37.0,0.0,22.0,くもり
2022-09-11 21:30:00+09:00,0,0,2022-09-11 21:30:00,2554,0,,38.0,0.0,22.0,くもり
2022-09-11 22:00:00+09:00,0,0,2022-09-11 22:00:00,2810,0,,40.0,0.0,22.0,くもり
2022-09-11 22:30:00+09:00,0,0,2022-09-11 22:30:00,2502,0,,38.0,0.0,22.0,くもり
2022-09-11 23:00:00+09:00,0,0,2022-09-11 23:00:00,2706,0,,36.0,0.0,22.0,くもり
2022-09-11 23:30:00+09:00,0,0,2022-09-11 23:30:00,2676,0,,32.0,0.0,21.0,薄曇
2022-09-12 00:00:00+09:00,0,0,2022-09-12 00:00:00,2929,0,,22.0,0.0,22.0,くもり
2022-09-12 00:30:00+09:00,0,0,2022-09-12 00:30:00,2755,0,,41.0,0.0,22.0,くもり
2022-09-12 01:00:00+09:00,0,0,2022-09-12 01:00:00,2687,0,,29.0,0.0,22.0,くもり
2022-09-12 01:30:00+09:00,0,0,2022-09-12 01:30:00,2776,0,,42.0,0.0,22.0,くもり
2022-09-12 02:00:00+09:00,0,0,2022-09-12 02:00:00,2775,0,,33.0,0.0,22.0,くもり
2022-09-12 02:30:00+09:00,0,0,2022-09-12 02:30:00,2605,0,,87.0,0.0,22.0,くもり
2022-09-12 03:00:00+09:00,0,0,2022-09-12 03:00:00,2622,0,,82.0,0.0,22.0,くもり
2022-09-12 03:30:00+09:00,0,0,2022-09-12 03:30:00,2622,0,,80.0,0.0,22.0,くもり
2022-09-12 04:00:00+09:00,0,0,2022-09-12 04:00:00,2542,0,,69.0,0.0,21.0,薄曇
2022-09-12 04:30:00+09:00,0,0,2022-09-12 04:30:00,2604,0,,67.0,0.0,21.0,薄曇
2022-09-12 05:00:00+09:00,10,0,2022-09-12 05:00:00,2536,0,,93.0,0.0,21.0,薄曇
2022-09-12 05:30:00+09:00,410,1000,2022-09-12 05:30:00,1424,427,,95.0,0.0,21.0,薄曇
2022-09-12 06:00:00+09:00,1750,8310,2022-09-12 06:00:00,0,7360,,82.0,679.57,21.0,薄曇
2022-09-12 06:30:00+09:00,3530,13720,2022-09-12 06:30:00,0,10296,,79.0,1542.69,21.0,薄曇
2022-09-12 07:00:00+09:00,6730,25930,2022-09-12 07:00:00,0,23862,,84.0,2404.47,21.0,薄曇
2022-09-12 07:30:00+09:00,5660,21150,2022-09-12 07:30:00,0,18341,,62.0,3116.91,21.0,薄曇
2022-09-12 08:00:00+09:00,10250,38140,2022-09-12 08:00:00,0,39264,,11.0,4077.12,21.0,薄曇
2022-09-12 08:30:00+09:00,15230,57710,2022-09-12 08:30:00,0,61114,,25.0,4607.97,21.0,薄曇
2022-09-12 09:00:00+09:00,20820,78610,2022-09-12 09:00:00,0,62044,,72.0,5015.35,21.0,薄曇
2022-09-12 09:30:00+09:00,20080,75580,2022-09-12 09:30:00,0,61069,,72.0,5688.64,21.0,薄曇
2022-09-12 10:00:00+09:00,22010,82490,2022-09-12 10:00:00,0,69145,,84.0,6296.83,21.0,薄曇
2022-09-12 10:30:00+09:00,23280,86940,2022-09-12 10:30:00,0,73333,,88.0,6994.3,21.0,薄曇
2022-09-12 11:00:00+09:00,23020,85640,2022-09-12 11:00:00,0,68516,,77.0,7611.13,21.0,薄曇
2022-09-12 11:30:00+09:00,23960,88090,2022-09-12 11:30:00,0,67295,,78.0,7672.78,21.0,薄曇
2022-09-12 12:00:00+09:00,24090,88760,2022-09-12 12:00:00,0,71202,,58.0,7610.12,21.0,薄曇
2022-09-12 12:30:00+09:00,23570,86420,2022-09-12 12:30:00,0,68162,,61.0,7655.0,21.0,薄曇
2022-09-12 13:00:00+09:00,23910,86440,2022-09-12 13:00:00,0,66745,,78.0,7568.75,21.0,薄曇
2022-09-12 13:30:00+09:00,21640,77300,2022-09-12 13:30:00,0,54588,,48.0,7453.61,10.0,晴れ
2022-09-12 14:00:00+09:00,21360,76020,2022-09-12 14:00:00,0,49537,,53.0,7190.17,10.0,晴れ
2022-09-12 14:30:00+09:00,17030,60640,2022-09-12 14:30:00,0,34718,,52.0,6685.14,10.0,晴れ
2022-09-12 15:00:00+09:00,14900,52680,2022-09-12 15:00:00,0,25983,,52.0,6049.02,10.0,晴れ
2022-09-12 15:30:00+09:00,10590,36670,2022-09-12 15:30:00,239,5083,,49.0,5105.93,10.0,晴れ
2022-09-12 16:00:00+09:00,10160,34090,2022-09-12 16:00:00,1531,5311,,46.0,4113.27,10.0,晴れ
2022-09-12 16:30:00+09:00,6070,19260,2022-09-12 16:30:00,17024,0,,43.0,3051.87,10.0,晴れ
2022-09-12 17:00:00+09:00,1990,5510,2022-09-12 17:00:00,31200,0,,40.0,2005.18,21.0,薄曇
2022-09-12 17:30:00+09:00,840,1480,2022-09-12 17:30:00,31925,0,,48.0,984.01,21.0,薄曇
2022-09-12 18:00:00+09:00,10,0,2022-09-12 18:00:00,34724,0,,56.0,27.57,21.0,薄曇
2022-09-12 18:30:00+09:00,0,0,2022-09-12 18:30:00,32799,0,,55.0,0.0,21.0,薄曇
2022-09-12 19:00:00+09:00,0,0,2022-09-12 19:00:00,10295,0,,55.0,0.0,21.0,薄曇
2022-09-12 19:30:00+09:00,0,0,2022-09-12 19:30:00,5922,0,,41.0,0.0,22.0,くもり
2022-09-12 20:00:00+09:00,0,0,2022-09-12 20:00:00,3027,0,,27.0,0.0,22.0,くもり
2022-09-12 20:30:00+09:00,0,0,2022-09-12 20:30:00,2853,0,,27.0,0.0,22.0,くもり
2022-09-12 21:00:00+09:00,0,0,2022-09-12 21:00:00,2753,0,,27.0,0.0,22.0,くもり
2022-09-12 21:30:00+09:00,0,0,2022-09-12 21:30:00,2832,0,,28.0,0.0,22.0,くもり
2022-09-12 22:00:00+09:00,0,0,2022-09-12 22:00:00,2614,0,,28.0,0.0,21.0,薄曇
2022-09-12 22:30:00+09:00,0,0,2022-09-12 22:30:00,2607,0,,27.0,0.0,21.0,薄曇
2022-09-12 23:00:00+09:00,0,0,2022-09-12 23:00:00,3076,0,,26.0,0.0,21.0,薄曇
2022-09-12 23:30:00+09:00,0,0,2022-09-12 23:30:00,2781,0,,26.0,0.0,21.0,薄曇
2022-09-13 00:00:00+09:00,0,0,2022-09-13 00:00:00,2819,0,,90.0,0.0,21.0,薄曇
2022-09-13 00:30:00+09:00,0,0,2022-09-13 00:30:00,2868,0,,84.0,0.0,21.0,薄曇
2022-09-13 01:00:00+09:00,0,0,2022-09-13 01:00:00,2793,0,,98.0,0.0,21.0,薄曇
2022-09-13 01:30:00+09:00,0,0,2022-09-13 01:30:00,2862,0,,56.0,0.0,21.0,薄曇
2022-09-13 02:00:00+09:00,0,0,2022-09-13 02:00:00,2902,0,,87.0,0.0,21.0,薄曇
2022-09-13 02:30:00+09:00,0,0,2022-09-13 02:30:00,2799,0,,100.0,0.0,21.0,薄曇
2022-09-13 03:00:00+09:00,0,0,2022-09-13 03:00:00,2689,0,,95.0,0.0,21.0,薄曇
2022-09-13 03:30:00+09:00,0,0,2022-09-13 03:30:00,2715,0,,93.0,0.0,21.0,薄曇
2022-09-13 04:00:00+09:00,0,0,2022-09-13 04:00:00,2649,0,,79.0,0.0,21.0,薄曇
2022-09-13 04:30:00+09:00,0,0,2022-09-13 04:30:00,2720,0,,98.0,0.0,22.0,くもり
2022-09-13 05:00:00+09:00,0,0,2022-09-13 05:00:00,2650,0,,76.0,0.0,21.0,薄曇
2022-09-13 05:30:00+09:00,180,220,2022-09-13 05:30:00,2194,0,,24.0,0.0,21.0,薄曇
2022-09-13 06:00:00+09:00,1750,7160,2022-09-13 06:00:00,127,3312,,33.0,678.03,21.0,薄曇
2022-09-13 06:30:00+09:00,4790,18240,2022-09-13 06:30:00,2,7171,,69.0,1704.37,21.0,薄曇
2022-09-13 07:00:00+09:00,5450,20430,2022-09-13 07:00:00,0,10054,,9.0,2611.49,21.0,薄曇
2022-09-13 07:30:00+09:00,10420,39690,2022-09-13 07:30:00,0,32743,,90.0,3153.7,21.0,薄曇
2022-09-13 08:00:00+09:00,16000,60990,2022-09-13 08:00:00,0,58457,,100.0,3764.86,21.0,薄曇
2022-09-13 08:30:00+09:00,16410,62170,2022-09-13 08:30:00,0,57797,,25.0,4400.13,21.0,薄曇
2022-09-13 09:00:00+09:00,17470,65930,2022-09-13 09:00:00,0,53175,,27.0,4957.19,21.0,薄曇
2022-09-13 09:30:00+09:00,19790,74490,2022-09-13 09:30:00,0,61439,,100.0,5895.02,21.0,薄曇
2022-09-13 10:00:00+09:00,22040,81930,2022-09-13 10:00:00,0,58920,,100.0,6809.95,21.0,薄曇
2022-09-13 10:30:00+09:00,22840,85070,2022-09-13 10:30:00,0,69176,,83.0,7272.0,21.0,薄曇
2022-09-13 11:00:00+09:00,21050,78060,2022-09-13 11:00:00,0,57827,,62.0,7624.43,21.0,薄曇
2022-09-13 11:30:00+09:00,23880,88730,2022-09-13 11:30:00,0,70723,,100.0,7811.2,21.0,薄曇
2022-09-13 12:00:00+09:00,23950,88390,2022-09-13 12:00:00,0,69191,,36.0,7871.15,21.0,薄曇
2022-09-13 12:30:00+09:00,23600,86480,2022-09-13 12:30:00,0,63045,,100.0,7703.55,21.0,薄曇
2022-09-13 13:00:00+09:00,23100,83460,2022-09-13 13:00:00,0,61070,,51.0,7412.56,21.0,薄曇
2022-09-13 13:30:00+09:00,20380,73460,2022-09-13 13:30:00,0,50256,,11.0,7352.75,10.0,晴れ
2022-09-13 14:00:00+09:00,19990,71840,2022-09-13 14:00:00,0,46064,,12.0,7138.42,10.0,晴れ
2022-09-13 14:30:00+09:00,17320,61600,2022-09-13 14:30:00,0,32756,,12.0,6891.03,10.0,晴れ
2022-09-13 15:00:00+09:00,15280,53760,2022-09-13 15:00:00,0,21207,,12.0,6453.28,10.0,晴れ
2022-09-13 15:30:00+09:00,10550,36420,2022-09-13 15:30:00,2674,4662,,20.0,5308.1,10.0,晴れ
2022-09-13 16:00:00+09:00,8820,29670,2022-09-13 16:00:00,3893,517,,28.0,4157.22,10.0,晴れ
2022-09-13 16:30:00+09:00,3210,10260,2022-09-13 16:30:00,27609,0,,29.0,2824.28,21.0,薄曇
2022-09-13 17:00:00+09:00,2140,6500,2022-09-13 17:00:00,28902,0,,30.0,1668.1,21.0,薄曇
2022-09-13 17:30:00+09:00,610,1010,2022-09-13 17:30:00,36278,0,,43.0,762.65,21.0,薄曇
2022-09-13 18:00:00+09:00,0,0,2022-09-13 18:00:00,37373,0,,55.0,0.0,22.0,くもり
2022-09-13 18:30:00+09:00,0,0,2022-09-13 18:30:00,39527,0,,55.0,0.0,21.0,薄曇
2022-09-13 19:00:00+09:00,0,0,2022-09-13 19:00:00,15929,0,,54.0,0.0,21.0,薄曇
2022-09-13 19:30:00+09:00,0,0,2022-09-13 19:30:00,3534,0,,43.0,0.0,21.0,薄曇
2022-09-13 20:00:00+09:00,0,0,2022-09-13 20:00:00,2878,0,,32.0,0.0,22.0,くもり
2022-09-13 20:30:00+09:00,0,0,2022-09-13 20:30:00,2917,0,,31.0,0.0,22.0,くもり
2022-09-13 21:00:00+09:00,0,0,2022-09-13 21:00:00,2833,0,,31.0,0.0,22.0,くもり
2022-09-13 21:30:00+09:00,0,0,2022-09-13 21:30:00,2945,0,,31.0,0.0,22.0,くもり
2022-09-13 22:00:00+09:00,0,0,2022-09-13 22:00:00,2903,0,,32.0,0.0,22.0,くもり
2022-09-13 22:30:00+09:00,0,0,2022-09-13 22:30:00,2886,0,,29.0,0.0,22.0,くもり
2022-09-13 23:00:00+09:00,0,0,2022-09-13 23:00:00,2976,0,,27.0,0.0,22.0,くもり
2022-09-13 23:30:00+09:00,0,0,2022-09-13 23:30:00,3084,0,,27.0,0.0,22.0,くもり
2022-09-14 00:00:00+09:00,0,0,2022-09-14 00:00:00,3029,0,,51.0,0.0,22.0,くもり
2022-09-14 00:30:00+09:00,0,0,2022-09-14 00:30:00,3050,0,,53.0,0.0,22.0,くもり
2022-09-14 01:00:00+09:00,0,0,2022-09-14 01:00:00,2886,0,,26.0,0.0,22.0,くもり
2022-09-14 01:30:00+09:00,0,0,2022-09-14 01:30:00,3111,0,,19.0,0.0,22.0,くもり
2022-09-14 02:00:00+09:00,0,0,2022-09-14 02:00:00,3122,0,,43.0,0.0,22.0,くもり
2022-09-14 02:30:00+09:00,0,0,2022-09-14 02:30:00,2758,0,,90.0,0.0,22.0,くもり
2022-09-14 03:00:00+09:00,0,0,2022-09-14 03:00:00,3111,0,,83.0,0.0,22.0,くもり
2022-09-14 03:30:00+09:00,0,0,2022-09-14 03:30:00,3024,0,,84.0,0.0,22.0,くもり
2022-09-14 04:00:00+09:00,0,0,2022-09-14 04:00:00,2682,0,,91.0,0.0,22.0,くもり
2022-09-14 04:30:00+09:00,0,0,2022-09-14 04:30:00,3561,0,,83.0,0.0,22.0,くもり
2022-09-14 05:00:00+09:00,0,0,2022-09-14 05:00:00,2729,0,,88.0,0.0,21.0,薄曇
2022-09-14 05:30:00+09:00,170,210,2022-09-14 05:30:00,2189,1,,85.0,0.0,21.0,薄曇
2022-09-14 06:00:00+09:00,1310,5310,2022-09-14 06:00:00,3091,2005,,89.0,648.89,21.0,薄曇
2022-09-14 06:30:00+09:00,3580,13840,2022-09-14 06:30:00,2934,1718,,100.0,1663.51,21.0,薄曇
2022-09-14 07:00:00+09:00,5970,22000,2022-09-14 07:00:00,0,10125,,100.0,2729.77,10.0,晴れ
2022-09-14 07:30:00+09:00,9870,37210,2022-09-14 07:30:00,0,28491,,100.0,2985.93,21.0,薄曇
2022-09-14 08:00:00+09:00,9810,36870,2022-09-14 08:00:00,0,27737,,92.0,3712.4,21.0,薄曇
2022-09-14 08:30:00+09:00,14030,53050,2022-09-14 08:30:00,0,44987,,74.0,4409.79,21.0,薄曇
2022-09-14 09:00:00+09:00,16190,60290,2022-09-14 09:00:00,0,38142,,72.0,5045.35,21.0,薄曇
2022-09-14 09:30:00+09:00,18850,70760,2022-09-14 09:30:00,0,53705,,100.0,5888.76,21.0,薄曇
2022-09-14 10:00:00+09:00,20560,76690,2022-09-14 10:00:00,0,58983,,75.0,6691.43,21.0,薄曇
2022-09-14 10:30:00+09:00,22900,85440,2022-09-14 10:30:00,0,68163,,87.0,6975.18,21.0,薄曇
2022-09-14 11:00:00+09:00,23480,87050,2022-09-14 11:00:00,0,66823,,71.0,7137.36,21.0,薄曇
2022-09-14 11:30:00+09:00,23750,87160,2022-09-14 11:30:00,0,63875,,28.0,7423.34,21.0,薄曇
2022-09-14 12:00:00+09:00,23670,86880,2022-09-14 12:00:00,0,64001,,87.0,7591.51,21.0,薄曇
2022-09-14 12:30:00+09:00,23430,86050,2022-09-14 12:30:00,0,63616,,100.0,7908.96,10.0,晴れ
2022-09-14 13:00:00+09:00,22710,82030,2022-09-14 13:00:00,0,58022,,99.0,8093.1,10.0,晴れ
2022-09-14 13:30:00+09:00,20710,74700,2022-09-14 13:30:00,0,48776,,34.0,7326.14,10.0,晴れ
2022-09-14 14:00:00+09:00,19480,70140,2022-09-14 14:00:00,0,37773,,39.0,6487.87,21.0,薄曇
2022-09-14 14:30:00+09:00,17970,63890,2022-09-14 14:30:00,0,36114,,43.0,5748.33,21.0,薄曇
2022-09-14 15:00:00+09:00,15070,52900,2022-09-14 15:00:00,0,23959,,47.0,4949.52,21.0,薄曇
2022-09-14 15:30:00+09:00,9820,33350,2022-09-14 15:30:00,8374,7483,,44.0,3831.37,21.0,薄曇
2022-09-14 16:00:00+09:00,5550,18020,2022-09-14 16:00:00,19069,0,,40.0,2810.74,22.0,くもり
2022-09-14 16:30:00+09:00,3720,12090,2022-09-14 16:30:00,27311,0,,39.0,2004.54,22.0,くもり
2022-09-14 17:00:00+09:00,2200,6600,2022-09-14 17:00:00,31454,0,,38.0,1251.55,22.0,くもり
2022-09-14 17:30:00+09:00,500,700,2022-09-14 17:30:00,34059,0,,51.0,573.07,22.0,くもり
2022-09-14 18:00:00+09:00,10,0,2022-09-14 18:00:00,37532,0,,63.0,0.0,22.0,くもり
2022-09-14 18:30:00+09:00,0,0,2022-09-14 18:30:00,38918,0,,55.0,0.0,22.0,くもり
2022-09-14 19:00:00+09:00,0,0,2022-09-14 19:00:00,13200,0,,47.0,0.0,22.0,くもり
2022-09-14 19:30:00+09:00,0,0,2022-09-14 19:30:00,5041,0,,54.0,0.0,22.0,くもり
2022-09-14 20:00:00+09:00,0,0,2022-09-14 20:00:00,2837,0,,60.0,0.0,22.0,くもり
2022-09-14 20:30:00+09:00,0,0,2022-09-14 20:30:00,2734,0,,67.0,0.0,22.0,くもり
2022-09-14 21:00:00+09:00,0,0,2022-09-14 21:00:00,2755,0,,74.0,0.0,22.0,くもり
2022-09-14 21:30:00+09:00,0,0,2022-09-14 21:30:00,2685,0,,74.0,0.0,31.0,少雨
2022-09-14 22:00:00+09:00,0,0,2022-09-14 22:00:00,2814,0,,74.0,0.0,31.0,少雨
2022-09-14 22:30:00+09:00,0,0,2022-09-14 22:30:00,2782,0,,72.0,0.0,31.0,少雨
2022-09-14 23:00:00+09:00,0,0,2022-09-14 23:00:00,3028,0,,69.0,0.0,31.0,少雨
2022-09-14 23:30:00+09:00,0,0,2022-09-14 23:30:00,3089,0,,58.0,0.0,31.0,少雨
2022-09-15 00:00:00+09:00,0,0,2022-09-15 00:00:00,2823,0,,59.0,0.0,22.0,くもり
2022-09-15 00:30:00+09:00,0,0,2022-09-15 00:30:00,2994,0,,41.0,0.0,22.0,くもり
2022-09-15 01:00:00+09:00,0,0,2022-09-15 01:00:00,3016,0,,39.0,0.0,22.0,くもり
2022-09-15 01:30:00+09:00,0,0,2022-09-15 01:30:00,2989,0,,38.0,0.0,31.0,少雨
2022-09-15 02:00:00+09:00,0,0,2022-09-15 02:00:00,2667,0,,71.0,0.0,31.0,少雨
2022-09-15 02:30:00+09:00,0,0,2022-09-15 02:30:00,2881,0,,58.0,0.0,22.0,くもり
2022-09-15 03:00:00+09:00,0,0,2022-09-15 03:00:00,2888,0,,38.0,0.0,22.0,くもり
2022-09-15 03:30:00+09:00,0,0,2022-09-15 03:30:00,2876,0,,55.0,0.0,22.0,くもり
2022-09-15 04:00:00+09:00,0,0,2022-09-15 04:00:00,2822,0,,100.0,0.0,22.0,くもり
2022-09-15 04:30:00+09:00,0,0,2022-09-15 04:30:00,2656,0,,85.0,0.0,22.0,くもり
2022-09-15 05:00:00+09:00,0,0,2022-09-15 05:00:00,2844,0,,100.0,0.0,22.0,くもり
2022-09-15 05:30:00+09:00,40,0,2022-09-15 05:30:00,2561,0,,68.0,0.0,22.0,くもり
2022-09-15 06:00:00+09:00,830,2480,2022-09-15 06:00:00,5048,613,,85.0,380.06,22.0,くもり
2022-09-15 06:30:00+09:00,1680,6730,2022-09-15 06:30:00,11558,0,,98.0,893.25,22.0,くもり
2022-09-15 07:00:00+09:00,3810,13660,2022-09-15 07:00:00,1873,1984,,88.0,871.42,22.0,くもり
2022-09-15 07:30:00+09:00,6180,22070,2022-09-15 07:30:00,0,10526,,54.0,3017.76,21.0,薄曇
2022-09-15 08:00:00+09:00,9490,35510,2022-09-15 08:00:00,0,26870,,75.0,3921.93,21.0,薄曇
2022-09-15 08:30:00+09:00,12280,46190,2022-09-15 08:30:00,0,37078,,82.0,4538.66,21.0,薄曇
2022-09-15 09:00:00+09:00,12270,45460,2022-09-15 09:00:00,0,21982,,71.0,5056.07,21.0,薄曇
2022-09-15 09:30:00+09:00,15470,56500,2022-09-15 09:30:00,0,37265,,7.0,5707.66,21.0,薄曇
2022-09-15 10:00:00+09:00,17220,64190,2022-09-15 10:00:00,0,47132,,6.0,6287.58,21.0,薄曇
2022-09-15 10:30:00+09:00,20860,76600,2022-09-15 10:30:00,0,60821,,68.0,6711.68,21.0,薄曇
2022-09-15 11:00:00+09:00,21560,80840,2022-09-15 11:00:00,0,64196,,78.0,7028.48,21.0,薄曇
2022-09-15 11:30:00+09:00,13750,52460,2022-09-15 11:30:00,37,25801,,88.0,7023.87,21.0,薄曇
2022-09-15 12:00:00+09:00,10850,39690,2022-09-15 12:00:00,5,12011,,87.0,6900.87,21.0,薄曇
2022-09-15 12:30:00+09:00,9490,33780,2022-09-15 12:30:00,593,7376,,8.0,7022.73,21.0,薄曇
2022-09-15 13:00:00+09:00,8480,29660,2022-09-15 13:00:00,69,3406,,94.0,7018.94,21.0,薄曇
2022-09-15 13:30:00+09:00,10250,36800,2022-09-15 13:30:00,0,11958,,18.0,6902.82,21.0,薄曇
2022-09-15 14:00:00+09:00,9170,32890,2022-09-15 14:00:00,89,4458,,19.0,6642.28,21.0,薄曇
2022-09-15 14:30:00+09:00,15510,55510,2022-09-15 14:30:00,0,32768,,19.0,5987.52,21.0,薄曇
2022-09-15 15:00:00+09:00,16310,58690,2022-09-15 15:00:00,58,36519,,20.0,5239.01,21.0,薄曇
2022-09-15 15:30:00+09:00,6560,22110,2022-09-15 15:30:00,7759,82,,22.0,4416.81,21.0,薄曇
2022-09-15 16:00:00+09:00,3960,13360,2022-09-15 16:00:00,16927,0,,24.0,3545.35,21.0,薄曇
2022-09-15 16:30:00+09:00,1790,5540,2022-09-15 16:30:00,28073,0,,24.0,2704.52,21.0,薄曇
